,drug,tumor,tpn,tnn,fpn,fnn,sens,spec,prec,npv,f1,ba,mcc,dor
0,PHA-665752_ActArea,LARGE_INTESTINE,3,1,3,2,0.6,0.25,0.5,0.25,0.5454545454545454,0.425,-0.15811388300841897,0.031249999999999997
0,PHA-665752_ActArea,GANGLIA,1,1,0,1,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.5,inf
0,PHA-665752_ActArea,OESOPHAGUS,5,0,3,2,0.7142857142857143,0.0,0.625,0.0,0.6666666666666666,0.35714285714285715,-0.3273268353539886,0.0
0,PHA-665752_ActArea,LIVER,4,1,4,2,0.6666666666666666,0.2,0.5,0.2,0.5714285714285714,0.43333333333333335,-0.14907119849998599,0.02
0,Nutlin-3_ActArea,PROSTATE,0,1,0,0,,1.0,,1.0,,,,
0,Nutlin-3_ActArea,STOMACH,3,1,2,2,0.6,0.3333333333333333,0.6,0.3333333333333333,0.6,0.4666666666666667,-0.06666666666666667,0.08333333333333331
0,Nutlin-3_ActArea,URINARY,3,2,0,2,0.6,1.0,1.0,1.0,0.75,0.8,0.5477225575051661,inf
0,Nutlin-3_ActArea,NERVOUS,2,7,2,3,0.4,0.7777777777777778,0.5,0.7777777777777778,0.4444444444444444,0.5888888888888889,0.18856180831641267,0.028806584362139922
0,Nutlin-3_ActArea,OVARY,0,6,2,4,0.0,0.75,0.0,0.75,0.0,0.375,-0.31622776601683794,0.0
0,Nutlin-3_ActArea,HAEMATOPOIETIC,18,4,5,6,0.75,0.4444444444444444,0.782608695652174,0.4444444444444444,0.7659574468085106,0.5972222222222222,0.18843366572035794,0.02962962962962963
0,Nutlin-3_ActArea,KIDNEY,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Nutlin-3_ActArea,THYROID,1,0,1,0,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,,
0,Nutlin-3_ActArea,SKIN,3,3,5,2,0.6,0.375,0.375,0.375,0.46153846153846156,0.4875,-0.025,0.0140625
0,Nutlin-3_ActArea,SOFT_TISSUE,2,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,Nutlin-3_ActArea,SALIVARY,0,0,0,1,0.0,,,,0.0,0.0,,
0,Nutlin-3_ActArea,LUNG,7,14,11,12,0.3684210526315789,0.56,0.3888888888888889,0.56,0.3783783783783784,0.4642105263157895,-0.07211227313725481,0.001187878787878788
0,Nutlin-3_ActArea,BONE,2,3,1,1,0.6666666666666666,0.75,0.6666666666666666,0.75,0.6666666666666666,0.7083333333333333,0.4166666666666667,0.375
0,Nutlin-3_ActArea,PLEURA,2,0,0,2,0.5,,1.0,,0.6666666666666666,0.25,,
0,Nutlin-3_ActArea,ENDOMETRIUM,3,1,0,1,0.75,1.0,1.0,1.0,0.8571428571428571,0.875,0.6123724356957946,inf
0,Nutlin-3_ActArea,BREAST,0,9,3,2,0.0,0.75,0.0,0.75,0.0,0.375,-0.21320071635561044,0.0
0,Nutlin-3_ActArea,PANCREAS,8,0,5,1,0.8888888888888888,0.0,0.6153846153846154,0.0,0.7272727272727273,0.4444444444444444,-0.20672455764868078,0.0
0,Nutlin-3_ActArea,AERODIGESTIVE,1,3,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf
0,Nutlin-3_ActArea,LARGE_INTESTINE,3,1,4,2,0.6,0.2,0.42857142857142855,0.2,0.5,0.4,-0.2182178902359924,0.015
0,Nutlin-3_ActArea,GANGLIA,2,1,1,1,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5833333333333333,0.16666666666666666,0.5
0,Nutlin-3_ActArea,OESOPHAGUS,1,2,1,2,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.4,0.5,0.0,0.1111111111111111
0,Nutlin-3_ActArea,LIVER,2,2,2,3,0.4,0.5,0.5,0.5,0.4444444444444444,0.45,-0.1,0.04166666666666667
0,AZD0530_ActArea,PROSTATE,2,0,0,0,1.0,,1.0,,1.0,0.5,,
0,AZD0530_ActArea,STOMACH,4,1,2,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.1111111111111111
0,AZD0530_ActArea,URINARY,1,2,2,1,0.5,0.5,0.3333333333333333,0.5,0.4,0.5,0.0,0.0625
0,AZD0530_ActArea,NERVOUS,1,4,3,4,0.2,0.5714285714285714,0.25,0.5714285714285714,0.2222222222222222,0.3857142857142857,-0.23904572186687872,0.006802721088435373
0,AZD0530_ActArea,OVARY,5,3,3,2,0.7142857142857143,0.5,0.625,0.5,0.6666666666666666,0.6071428571428572,0.21957751641341997,0.06944444444444446
0,AZD0530_ActArea,HAEMATOPOIETIC,1,14,5,14,0.06666666666666667,0.7368421052631579,0.16666666666666666,0.7368421052631579,0.09523809523809523,0.40175438596491225,-0.2559239653166382,0.0005540166204986149
0,AZD0530_ActArea,KIDNEY,3,0,0,0,1.0,,1.0,,1.0,0.5,,
0,AZD0530_ActArea,THYROID,2,0,0,0,1.0,,1.0,,1.0,0.5,,
0,AZD0530_ActArea,SKIN,0,12,0,0,,1.0,,1.0,,,,
0,AZD0530_ActArea,SOFT_TISSUE,1,1,1,0,1.0,0.5,0.5,0.5,0.6666666666666666,0.75,0.5,inf
0,AZD0530_ActArea,SALIVARY,0,0,0,1,0.0,,,,0.0,0.0,,
0,AZD0530_ActArea,LUNG,10,9,14,10,0.5,0.391304347826087,0.4166666666666667,0.391304347826087,0.45454545454545453,0.44565217391304346,-0.10917134657869827,0.0012152308938698352
0,AZD0530_ActArea,BONE,0,3,0,2,0.0,1.0,,1.0,0.0,0.5,,
0,AZD0530_ActArea,PLEURA,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,AZD0530_ActArea,ENDOMETRIUM,3,0,1,1,0.75,0.0,0.75,0.0,0.75,0.375,-0.25,0.0
0,AZD0530_ActArea,BREAST,3,6,4,2,0.6,0.6,0.42857142857142855,0.6,0.5,0.6,0.18898223650461363,0.022499999999999996
0,AZD0530_ActArea,PANCREAS,9,0,4,1,0.9,0.0,0.6923076923076923,0.0,0.782608695652174,0.45,-0.17541160386140586,0.0
0,AZD0530_ActArea,AERODIGESTIVE,2,0,0,1,0.6666666666666666,,1.0,,0.8,0.3333333333333333,,
0,AZD0530_ActArea,LARGE_INTESTINE,4,2,2,1,0.8,0.5,0.6666666666666666,0.5,0.7272727272727273,0.65,0.31622776601683794,0.25
0,AZD0530_ActArea,GANGLIA,1,1,1,2,0.3333333333333333,0.5,0.5,0.5,0.4,0.41666666666666663,-0.16666666666666666,0.125
0,AZD0530_ActArea,OESOPHAGUS,8,0,2,1,0.8888888888888888,0.0,0.8,0.0,0.8421052631578947,0.4444444444444444,-0.14907119849998599,0.0
0,AZD0530_ActArea,LIVER,0,3,2,1,0.0,0.6,0.0,0.6,0.0,0.3,-0.31622776601683794,0.0
0,AZD0530_ActArea,BILIARY,0,0,1,0,,0.0,0.0,0.0,0.0,,,
0,PF2341066_ActArea,PROSTATE,0,1,0,0,,1.0,,1.0,,,,
0,PF2341066_ActArea,STOMACH,2,0,2,4,0.3333333333333333,0.0,0.5,0.0,0.4,0.16666666666666666,-0.5773502691896258,0.0
0,PF2341066_ActArea,URINARY,1,4,1,2,0.3333333333333333,0.8,0.5,0.8,0.4,0.5666666666666667,0.14907119849998599,0.08
0,PF2341066_ActArea,NERVOUS,1,6,2,4,0.2,0.75,0.3333333333333333,0.75,0.25,0.475,-0.05773502691896257,0.01171875
0,PF2341066_ActArea,OVARY,1,9,1,2,0.3333333333333333,0.9,0.5,0.9,0.4,0.6166666666666667,0.27247463045653303,0.045000000000000005
0,PF2341066_ActArea,HAEMATOPOIETIC,30,0,6,0,1.0,0.0,0.8333333333333334,0.0,0.9090909090909091,0.5,,
0,PF2341066_ActArea,KIDNEY,0,1,0,0,,1.0,,1.0,,,,
0,PF2341066_ActArea,SKIN,1,10,0,3,0.25,1.0,1.0,1.0,0.4,0.625,0.43852900965351466,inf
0,PF2341066_ActArea,SOFT_TISSUE,2,0,0,0,1.0,,1.0,,1.0,0.5,,
0,PF2341066_ActArea,SALIVARY,0,1,0,0,,1.0,,1.0,,,,
0,PF2341066_ActArea,LUNG,5,16,5,12,0.29411764705882354,0.7619047619047619,0.5,0.7619047619047619,0.37037037037037035,0.5280112044817927,0.0632582061100068,0.003023431594860166
0,PF2341066_ActArea,BONE,4,0,0,1,0.8,,1.0,,0.8888888888888888,0.4,,
0,PF2341066_ActArea,PLEURA,1,0,1,1,0.5,0.0,0.5,0.0,0.5,0.25,-0.5,0.0
0,PF2341066_ActArea,ENDOMETRIUM,0,1,1,1,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,PF2341066_ActArea,BREAST,0,11,1,3,0.0,0.9166666666666666,0.0,0.9166666666666666,0.0,0.4583333333333333,-0.1336306209562122,0.0
0,PF2341066_ActArea,PANCREAS,5,2,5,6,0.45454545454545453,0.2857142857142857,0.5,0.2857142857142857,0.47619047619047616,0.3701298701298701,-0.2548235957188128,0.006802721088435375
0,PF2341066_ActArea,AERODIGESTIVE,0,2,0,0,,1.0,,1.0,,,,
0,PF2341066_ActArea,LARGE_INTESTINE,1,1,3,4,0.2,0.25,0.25,0.25,0.2222222222222222,0.225,-0.55,0.005208333333333333
0,PF2341066_ActArea,GANGLIA,4,0,0,1,0.8,,1.0,,0.8888888888888888,0.4,,
0,PF2341066_ActArea,OESOPHAGUS,1,9,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.5222329678670935,inf
0,PF2341066_ActArea,LIVER,0,6,0,2,0.0,1.0,,1.0,0.0,0.5,,
0,L-685458_ActArea,PROSTATE,0,1,0,0,,1.0,,1.0,,,,
0,L-685458_ActArea,STOMACH,3,2,2,4,0.42857142857142855,0.5,0.6,0.5,0.5,0.4642857142857143,-0.06900655593423542,0.046875
0,L-685458_ActArea,URINARY,0,7,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,L-685458_ActArea,NERVOUS,0,10,2,3,0.0,0.8333333333333334,0.0,0.8333333333333334,0.0,0.4166666666666667,-0.19611613513818402,0.0
0,L-685458_ActArea,OVARY,1,5,2,3,0.25,0.7142857142857143,0.3333333333333333,0.7142857142857143,0.2857142857142857,0.48214285714285715,-0.03857583749052298,0.017006802721088433
0,L-685458_ActArea,HAEMATOPOIETIC,30,0,5,0,1.0,0.0,0.8571428571428571,0.0,0.9230769230769231,0.5,,
0,L-685458_ActArea,KIDNEY,1,1,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,inf
0,L-685458_ActArea,THYROID,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,L-685458_ActArea,SKIN,0,6,1,2,0.0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.42857142857142855,-0.1889822365046136,0.0
0,L-685458_ActArea,SOFT_TISSUE,1,1,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,inf
0,L-685458_ActArea,LUNG,5,13,9,11,0.3125,0.5909090909090909,0.35714285714285715,0.5909090909090909,0.3333333333333333,0.45170454545454547,-0.09886394735483753,0.0013565406127389599
0,L-685458_ActArea,BONE,1,1,1,2,0.3333333333333333,0.5,0.5,0.5,0.4,0.41666666666666663,-0.16666666666666666,0.125
0,L-685458_ActArea,PLEURA,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,L-685458_ActArea,ENDOMETRIUM,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,L-685458_ActArea,BREAST,2,4,3,4,0.3333333333333333,0.5714285714285714,0.4,0.5714285714285714,0.36363636363636365,0.45238095238095233,-0.09759000729485333,0.013605442176870746
0,L-685458_ActArea,PANCREAS,1,10,0,4,0.2,1.0,1.0,1.0,0.3333333333333333,0.6,0.37796447300922725,inf
0,L-685458_ActArea,AERODIGESTIVE,0,0,1,0,,0.0,0.0,0.0,0.0,,,
0,L-685458_ActArea,LARGE_INTESTINE,1,3,2,4,0.2,0.6,0.3333333333333333,0.6,0.25,0.4,-0.2182178902359924,0.015
0,L-685458_ActArea,GANGLIA,4,0,1,1,0.8,0.0,0.8,0.0,0.8,0.4,-0.2,0.0
0,L-685458_ActArea,OESOPHAGUS,0,3,0,3,0.0,1.0,,1.0,0.0,0.5,,
0,L-685458_ActArea,LIVER,1,5,0,3,0.25,1.0,1.0,1.0,0.4,0.625,0.3952847075210474,inf
0,ZD-6474_ActArea,PROSTATE,0,0,0,1,0.0,,,,0.0,0.0,,
0,ZD-6474_ActArea,STOMACH,7,1,2,1,0.875,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.8235294117647058,0.6041666666666666,0.24056261216234406,0.3888888888888889
0,ZD-6474_ActArea,URINARY,2,1,1,1,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5833333333333333,0.16666666666666666,0.5
0,ZD-6474_ActArea,NERVOUS,0,10,1,1,0.0,0.9090909090909091,0.0,0.9090909090909091,0.0,0.45454545454545453,-0.09090909090909091,0.0
0,ZD-6474_ActArea,OVARY,2,1,2,0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4082482904638631,inf
0,ZD-6474_ActArea,HAEMATOPOIETIC,19,2,9,1,0.95,0.18181818181818182,0.6785714285714286,0.18181818181818182,0.7916666666666666,0.5659090909090909,0.21332758379698114,0.03489439853076216
0,ZD-6474_ActArea,KIDNEY,0,0,0,2,0.0,,,,0.0,0.0,,
0,ZD-6474_ActArea,THYROID,0,2,0,0,,1.0,,1.0,,,,
0,ZD-6474_ActArea,SKIN,0,8,0,3,0.0,1.0,,1.0,0.0,0.5,,
0,ZD-6474_ActArea,SOFT_TISSUE,0,1,1,1,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,ZD-6474_ActArea,LUNG,12,14,10,9,0.5714285714285714,0.5833333333333334,0.5454545454545454,0.5833333333333334,0.5581395348837209,0.5773809523809523,0.15445574836957118,0.0032407407407407406
0,ZD-6474_ActArea,BONE,0,3,0,2,0.0,1.0,,1.0,0.0,0.5,,
0,ZD-6474_ActArea,PLEURA,1,2,0,1,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.5773502691896258,inf
0,ZD-6474_ActArea,ENDOMETRIUM,3,0,1,3,0.5,0.0,0.75,0.0,0.6,0.25,-0.3535533905932738,0.0
0,ZD-6474_ActArea,BREAST,2,10,0,2,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.6454972243679028,inf
0,ZD-6474_ActArea,PANCREAS,5,6,3,0,1.0,0.6666666666666666,0.625,0.6666666666666666,0.7692307692307693,0.8333333333333333,0.6454972243679028,inf
0,ZD-6474_ActArea,AERODIGESTIVE,5,0,0,0,1.0,,1.0,,1.0,0.5,,
0,ZD-6474_ActArea,LARGE_INTESTINE,8,1,2,1,0.8888888888888888,0.3333333333333333,0.8,0.3333333333333333,0.8421052631578947,0.611111111111111,0.25819888974716115,0.4444444444444444
0,ZD-6474_ActArea,GANGLIA,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,ZD-6474_ActArea,OESOPHAGUS,5,0,4,1,0.8333333333333334,0.0,0.5555555555555556,0.0,0.6666666666666666,0.4166666666666667,-0.2721655269759087,0.0
0,ZD-6474_ActArea,LIVER,1,5,1,3,0.25,0.8333333333333334,0.5,0.8333333333333334,0.3333333333333333,0.5416666666666667,0.10206207261596577,0.0462962962962963
0,Sorafenib_ActArea,STOMACH,1,3,2,2,0.3333333333333333,0.6,0.3333333333333333,0.6,0.3333333333333333,0.4666666666666667,-0.06666666666666667,0.03
0,Sorafenib_ActArea,URINARY,1,3,2,1,0.5,0.6,0.3333333333333333,0.6,0.4,0.55,0.09128709291752768,0.06
0,Sorafenib_ActArea,NERVOUS,1,10,3,3,0.25,0.7692307692307693,0.25,0.7692307692307693,0.25,0.5096153846153846,0.019230769230769232,0.006574621959237344
0,Sorafenib_ActArea,OVARY,4,1,2,3,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6153846153846154,0.45238095238095233,-0.0890870806374748,0.07407407407407407
0,Sorafenib_ActArea,HAEMATOPOIETIC,26,0,9,1,0.9629629629629629,0.0,0.7428571428571429,0.0,0.8387096774193549,0.48148148148148145,-0.09759000729485333,0.0
0,Sorafenib_ActArea,KIDNEY,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,Sorafenib_ActArea,THYROID,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,Sorafenib_ActArea,SKIN,4,2,3,1,0.8,0.4,0.5714285714285714,0.4,0.6666666666666666,0.6000000000000001,0.2182178902359924,0.10666666666666666
0,Sorafenib_ActArea,SOFT_TISSUE,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.25
0,Sorafenib_ActArea,LUNG,5,18,7,12,0.29411764705882354,0.72,0.4166666666666667,0.72,0.3448275862068966,0.5070588235294118,0.01533929977694741,0.0017142857142857142
0,Sorafenib_ActArea,BONE,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Sorafenib_ActArea,PLEURA,2,0,1,2,0.5,0.0,0.6666666666666666,0.0,0.5714285714285714,0.25,-0.4082482904638631,0.0
0,Sorafenib_ActArea,ENDOMETRIUM,0,1,1,1,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,Sorafenib_ActArea,BREAST,4,4,4,2,0.6666666666666666,0.5,0.5,0.5,0.5714285714285714,0.5833333333333333,0.16666666666666666,0.03125
0,Sorafenib_ActArea,PANCREAS,5,8,1,1,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.8888888888888888,0.8333333333333334,0.8611111111111112,0.7222222222222222,0.4938271604938272
0,Sorafenib_ActArea,AERODIGESTIVE,1,2,1,0,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.5773502691896258,inf
0,Sorafenib_ActArea,LARGE_INTESTINE,5,1,3,3,0.625,0.25,0.625,0.25,0.625,0.4375,-0.125,0.034722222222222224
0,Sorafenib_ActArea,GANGLIA,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,Sorafenib_ActArea,OESOPHAGUS,2,5,1,1,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.5,0.2777777777777778
0,Sorafenib_ActArea,LIVER,3,3,1,3,0.5,0.75,0.75,0.75,0.6,0.625,0.25,0.1875
0,LBW242_ActArea,PROSTATE,0,2,0,0,,1.0,,1.0,,,,
0,LBW242_ActArea,STOMACH,1,0,3,1,0.5,0.0,0.25,0.0,0.3333333333333333,0.25,-0.6123724356957946,0.0
0,LBW242_ActArea,URINARY,2,0,3,1,0.6666666666666666,0.0,0.4,0.0,0.5,0.3333333333333333,-0.4472135954999579,0.0
0,LBW242_ActArea,NERVOUS,0,6,6,2,0.0,0.5,0.0,0.5,0.0,0.25,-0.3535533905932738,0.0
0,LBW242_ActArea,OVARY,5,1,6,2,0.7142857142857143,0.14285714285714285,0.45454545454545453,0.14285714285714285,0.5555555555555556,0.4285714285714286,-0.17407765595569785,0.008503401360544218
0,LBW242_ActArea,HAEMATOPOIETIC,5,6,3,13,0.2777777777777778,0.6666666666666666,0.625,0.6666666666666666,0.38461538461538464,0.4722222222222222,-0.057353933467640436,0.00949667616334283
0,LBW242_ActArea,KIDNEY,0,1,2,0,,0.3333333333333333,0.0,0.3333333333333333,0.0,,,
0,LBW242_ActArea,THYROID,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,LBW242_ActArea,SKIN,5,2,4,2,0.7142857142857143,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.625,0.5238095238095238,0.05143444998736397,0.034722222222222224
0,LBW242_ActArea,SOFT_TISSUE,1,0,0,1,0.5,,1.0,,0.6666666666666666,0.25,,
0,LBW242_ActArea,LUNG,12,13,8,14,0.46153846153846156,0.6190476190476191,0.6,0.6190476190476191,0.5217391304347826,0.5402930402930404,0.08103254428277505,0.00315840621963071
0,LBW242_ActArea,BONE,0,2,3,0,,0.4,0.0,0.4,0.0,,,
0,LBW242_ActArea,PLEURA,0,1,2,2,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,-0.6666666666666666,0.0
0,LBW242_ActArea,ENDOMETRIUM,3,1,2,1,0.75,0.3333333333333333,0.6,0.3333333333333333,0.6666666666666666,0.5416666666666666,0.09128709291752768,0.16666666666666666
0,LBW242_ActArea,BREAST,6,5,2,2,0.75,0.7142857142857143,0.75,0.7142857142857143,0.75,0.7321428571428572,0.4642857142857143,0.15306122448979592
0,LBW242_ActArea,PANCREAS,4,6,4,2,0.6666666666666666,0.6,0.5,0.6,0.5714285714285714,0.6333333333333333,0.2581988897471611,0.03
0,LBW242_ActArea,AERODIGESTIVE,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.25
0,LBW242_ActArea,LARGE_INTESTINE,1,0,6,2,0.3333333333333333,0.0,0.14285714285714285,0.0,0.2,0.16666666666666666,-0.7559289460184544,0.0
0,LBW242_ActArea,GANGLIA,1,1,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,inf
0,LBW242_ActArea,OESOPHAGUS,2,1,0,2,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.4082482904638631,inf
0,LBW242_ActArea,LIVER,3,2,2,2,0.6,0.5,0.6,0.5,0.6,0.55,0.1,0.09374999999999999
0,PD-0332991_ActArea,PROSTATE,0,2,0,0,,1.0,,1.0,,,,
0,PD-0332991_ActArea,STOMACH,3,3,0,1,0.75,1.0,1.0,1.0,0.8571428571428571,0.875,0.75,inf
0,PD-0332991_ActArea,URINARY,0,4,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0332991_ActArea,NERVOUS,0,6,0,3,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0332991_ActArea,OVARY,1,11,0,1,0.5,1.0,1.0,1.0,0.6666666666666666,0.75,0.67700320038633,inf
0,PD-0332991_ActArea,HAEMATOPOIETIC,30,0,3,0,1.0,0.0,0.9090909090909091,0.0,0.9523809523809523,0.5,,
0,PD-0332991_ActArea,KIDNEY,0,1,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0332991_ActArea,THYROID,0,0,0,1,0.0,,,,0.0,0.0,,
0,PD-0332991_ActArea,SKIN,0,8,1,3,0.0,0.8888888888888888,0.0,0.8888888888888888,0.0,0.4444444444444444,-0.17407765595569785,0.0
0,PD-0332991_ActArea,SOFT_TISSUE,0,2,0,2,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0332991_ActArea,SALIVARY,0,1,0,0,,1.0,,1.0,,,,
0,PD-0332991_ActArea,LUNG,2,17,4,13,0.13333333333333333,0.8095238095238095,0.3333333333333333,0.8095238095238095,0.19047619047619047,0.4714285714285714,-0.07559289460184544,0.001482644339787197
0,PD-0332991_ActArea,BONE,0,1,1,1,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,PD-0332991_ActArea,PLEURA,3,0,0,1,0.75,,1.0,,0.8571428571428571,0.375,,
0,PD-0332991_ActArea,ENDOMETRIUM,0,2,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0332991_ActArea,BREAST,3,3,3,4,0.42857142857142855,0.5,0.5,0.5,0.46153846153846156,0.4642857142857143,-0.07142857142857142,0.020833333333333332
0,PD-0332991_ActArea,PANCREAS,1,5,1,2,0.3333333333333333,0.8333333333333334,0.5,0.8333333333333334,0.4,0.5833333333333334,0.1889822365046136,0.06944444444444445
0,PD-0332991_ActArea,AERODIGESTIVE,0,1,1,1,0.0,0.5,0.0,0.5,0.0,0.25,-0.5,0.0
0,PD-0332991_ActArea,LARGE_INTESTINE,6,1,2,1,0.8571428571428571,0.3333333333333333,0.75,0.3333333333333333,0.8,0.5952380952380952,0.2182178902359924,0.3333333333333333
0,PD-0332991_ActArea,GANGLIA,4,0,0,0,1.0,,1.0,,1.0,0.5,,
0,PD-0332991_ActArea,OESOPHAGUS,0,2,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PD-0332991_ActArea,LIVER,0,4,1,0,,0.8,0.0,0.8,0.0,,,
0,PLX4720_ActArea,STOMACH,0,2,2,5,0.0,0.5,0.0,0.5,0.0,0.25,-0.5976143046671968,0.0
0,PLX4720_ActArea,URINARY,0,3,2,2,0.0,0.6,0.0,0.6,0.0,0.3,-0.4,0.0
0,PLX4720_ActArea,NERVOUS,4,3,3,2,0.6666666666666666,0.5,0.5714285714285714,0.5,0.6153846153846154,0.5833333333333333,0.1690308509457033,0.05555555555555555
0,PLX4720_ActArea,OVARY,3,4,1,1,0.75,0.8,0.75,0.8,0.75,0.775,0.55,0.48
0,PLX4720_ActArea,HAEMATOPOIETIC,13,4,6,6,0.6842105263157895,0.4,0.6842105263157895,0.4,0.6842105263157895,0.5421052631578948,0.08421052631578947,0.014444444444444447
0,PLX4720_ActArea,THYROID,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,PLX4720_ActArea,SKIN,17,0,1,0,1.0,0.0,0.9444444444444444,0.0,0.9714285714285714,0.5,,
0,PLX4720_ActArea,SOFT_TISSUE,1,0,3,1,0.5,0.0,0.25,0.0,0.3333333333333333,0.25,-0.6123724356957946,0.0
0,PLX4720_ActArea,SALIVARY,0,1,0,0,,1.0,,1.0,,,,
0,PLX4720_ActArea,LUNG,8,21,8,16,0.3333333333333333,0.7241379310344828,0.5,0.7241379310344828,0.4,0.5287356321839081,0.06231527532127217,0.00156064209274673
0,PLX4720_ActArea,BONE,2,1,2,1,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5714285714285714,0.5,0.0,0.1111111111111111
0,PLX4720_ActArea,PLEURA,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0,PLX4720_ActArea,ENDOMETRIUM,0,2,1,1,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.0
0,PLX4720_ActArea,BREAST,0,12,1,2,0.0,0.9230769230769231,0.0,0.9230769230769231,0.0,0.46153846153846156,-0.10482848367219183,0.0
0,PLX4720_ActArea,PANCREAS,4,3,4,1,0.8,0.42857142857142855,0.5,0.42857142857142855,0.6153846153846154,0.6142857142857143,0.23904572186687872,0.061224489795918366
0,PLX4720_ActArea,AERODIGESTIVE,0,2,0,0,,1.0,,1.0,,,,
0,PLX4720_ActArea,LARGE_INTESTINE,2,2,2,3,0.4,0.5,0.5,0.5,0.4444444444444444,0.45,-0.1,0.04166666666666667
0,PLX4720_ActArea,GANGLIA,0,3,0,1,0.0,1.0,,1.0,0.0,0.5,,
0,PLX4720_ActArea,OESOPHAGUS,0,2,1,2,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,-0.4082482904638631,0.0
0,PLX4720_ActArea,LIVER,1,2,1,5,0.16666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.25,0.41666666666666663,-0.1889822365046136,0.04444444444444443
0,RAF265_ActArea,PROSTATE,1,0,0,0,1.0,,1.0,,1.0,0.5,,
0,RAF265_ActArea,STOMACH,1,4,0,2,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666,0.47140452079103173,inf
0,RAF265_ActArea,URINARY,2,3,2,1,0.6666666666666666,0.6,0.5,0.6,0.5714285714285714,0.6333333333333333,0.2581988897471611,0.12
0,RAF265_ActArea,NERVOUS,3,1,1,3,0.5,0.5,0.75,0.5,0.6,0.5,0.0,0.25
